StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering
1421,16,0,1,4,4.18813427899867,20,1,2,0,1,0,0
1422,16,1,0,1,0.23559752573284,26,0,2,0,0,1,0
1423,16,1,1,3,19.948458781071,7,0,3,0,0,0,0
1424,17,1,2,2,5.62147770890226,0,1,4,0,0,1,0
1425,18,1,0,3,13.3603890502511,16,0,1,0,0,0,0
1426,15,0,0,1,3.5336462835261,24,0,3,1,0,0,1
1427,15,0,0,3,11.6045706439828,8,1,1,0,0,1,0
1428,18,1,0,1,18.0806997290911,19,0,2,0,0,0,1
1429,15,1,3,1,6.40362334856877,12,0,2,1,1,0,0
1430,18,0,0,2,13.4050795208871,1,0,2,0,0,0,0
1431,15,0,1,1,3.75807177596833,12,0,3,1,1,0,0
1432,16,1,0,2,12.4959079743745,8,0,2,1,0,0,0
1433,15,1,0,2,6.7290070363502,29,0,2,1,0,0,0
1434,18,1,2,2,4.22416517175903,19,0,3,0,1,1,0
1435,18,1,2,1,6.2636410140727,5,1,1,1,0,0,0
1436,18,0,0,0,3.57682137015598,27,0,1,0,1,0,0
1437,18,0,0,1,18.0383221567576,0,1,0,1,0,0,0
1438,18,0,0,2,7.94373772634257,27,1,1,0,0,0,0
1439,17,1,0,1,4.90558609948734,24,0,2,0,1,0,0
1440,17,1,1,1,8.96815682031865,4,0,2,1,0,1,0
1441,15,0,0,1,6.41072333612991,2,1,1,0,0,0,1
1442,18,0,0,0,14.8883850762665,3,0,0,1,0,0,1
1443,15,0,0,2,19.4243982377098,0,0,3,0,1,1,1
1444,18,0,3,3,8.76067313395293,13,0,3,1,1,1,0
1445,18,1,3,1,17.2206679994448,8,1,4,1,0,0,0
1446,17,0,0,2,11.3172614711923,29,0,4,0,1,0,0
1447,17,0,2,2,3.14471330188466,23,0,4,0,1,0,1
1448,16,0,0,2,13.8124548416268,3,0,3,1,1,1,1
1449,17,0,0,2,10.2686899425164,17,1,3,1,0,0,0
1450,16,0,2,2,13.012130465042,13,0,1,0,0,0,0
1451,16,0,3,2,17.7937482514333,24,0,3,1,1,0,1
1452,16,0,3,0,8.80869141312092,3,0,0,0,0,0,0
1453,16,1,1,2,18.0235524643471,24,0,3,0,1,1,0
1454,16,1,0,2,15.013380285633,9,0,2,0,0,0,1
1455,15,1,2,0,9.77209851755969,2,0,3,1,0,1,0
1456,17,1,0,1,12.0644427131592,22,0,0,1,1,0,1
1457,16,0,1,4,6.51162265038022,6,1,2,0,1,1,0
1458,18,1,0,2,19.6719459947754,9,0,2,0,0,0,0
1459,17,1,1,2,13.3470232610079,12,0,1,1,0,0,0
1460,17,0,0,3,0.876937049932597,3,1,2,0,1,1,0
1461,16,0,0,2,6.53243811496017,17,0,0,1,1,0,0
1462,15,1,3,2,12.4662886751811,10,0,2,0,0,0,1
1463,16,1,0,2,1.12666555598479,24,1,2,0,0,0,1
1464,15,0,1,3,0.477683826382855,3,0,3,0,1,0,0
1465,18,1,0,2,9.00048479055605,23,0,2,1,0,1,0
1466,17,0,0,2,6.6538035938534,13,0,2,1,1,0,0
1467,18,0,0,1,8.76597216066331,17,0,4,0,0,0,0
1468,15,0,0,4,5.2538661976001,7,0,2,0,0,0,0
1469,15,0,2,2,3.29435493885961,26,1,2,0,0,0,0
1470,18,1,0,0,13.7828671396067,9,0,2,1,0,0,0
1471,15,0,3,3,10.291422325356,4,0,3,1,1,0,1
1472,18,0,1,2,4.00308422498733,22,0,2,1,1,0,0
1473,17,1,0,0,6.39178852519996,6,1,2,1,0,1,0
1474,18,0,1,2,11.8361581532665,11,1,3,1,1,0,0
1475,17,1,1,2,1.44458696544955,24,0,0,0,0,0,0
1476,18,1,2,3,2.94906018532359,2,1,3,0,1,0,1
1477,15,1,0,1,1.4649120821478,25,1,2,1,0,0,0
1478,18,0,0,3,16.2463466542823,3,0,2,0,0,0,1
1479,15,1,2,2,15.0481846642401,9,0,3,0,0,0,0
1480,18,1,3,0,15.0662586375851,3,0,1,0,0,0,0
1481,18,0,2,4,14.3265068695205,14,1,3,0,1,1,0
1482,16,1,0,2,13.3877084733973,28,1,4,0,0,0,1
1483,15,1,2,1,9.5398383075635,9,0,2,0,0,0,0
1484,16,1,0,2,12.8455632701423,20,0,4,0,0,1,0
1485,15,1,0,3,0.767231095759493,29,0,0,0,0,0,0
1486,16,1,0,1,12.4292884531356,21,1,3,0,0,1,0
1487,17,0,1,1,15.5575541107375,15,1,2,1,0,0,0
1488,18,1,0,1,10.0071672076878,14,0,2,0,0,0,1
1489,15,1,0,1,7.15026656854473,18,0,1,1,1,0,1
1490,15,0,2,2,5.54853469601958,28,0,2,1,0,0,0
1491,18,0,0,2,12.8560410032416,19,1,1,1,0,0,0
1492,15,0,0,1,13.8560239725981,18,0,4,1,1,0,0
1493,15,1,0,1,17.4193519972508,17,0,3,0,1,0,0
1494,16,0,3,1,6.84668164921981,25,1,1,0,1,0,0
1495,15,1,1,3,15.3954461477117,11,0,1,1,0,0,0
1496,17,1,0,1,11.2271164837867,24,1,3,0,0,1,0
1497,17,0,2,4,17.6567298135615,15,0,2,0,1,1,0
1498,18,0,2,2,10.5562421659124,0,0,1,0,0,0,0
1499,15,1,0,1,10.3525965679593,15,1,2,1,0,1,0
1500,18,0,1,3,11.5575416288181,1,0,2,0,0,0,0
1501,17,1,2,2,14.9863071028486,23,0,1,0,0,0,0
1502,15,0,1,2,19.2938095765692,14,0,3,1,1,0,0
1503,15,0,0,4,1.47126708431531,6,0,3,1,0,0,0
1504,18,0,2,0,1.06869204782034,27,0,0,0,1,1,0
1505,17,1,1,0,18.7510067481467,0,1,4,1,0,0,0
1506,15,0,0,2,10.5975125103641,4,1,2,0,1,0,0
1507,18,1,0,1,12.2980602913387,9,1,1,1,0,0,0
1508,17,1,0,1,9.64847203189457,21,0,1,0,0,0,0
1509,18,1,0,0,1.87314905214948,20,1,1,0,0,0,0
1510,16,1,2,0,15.3617875683733,3,1,2,1,1,0,0
1511,15,0,0,2,14.9444929017717,13,0,1,0,1,0,0
1512,16,1,0,1,6.23406642985624,12,0,2,0,0,0,1
1513,17,1,1,2,6.124784904568,0,0,1,1,0,0,1
1514,16,0,0,2,16.7568276181103,15,1,3,0,1,0,1
1515,16,1,3,2,1.44714515482653,22,0,3,1,1,0,0
1516,17,0,0,0,17.6221029671313,8,1,2,0,0,0,0
1517,18,1,0,2,5.13323379791828,21,0,3,0,1,1,0
1518,16,0,0,0,11.8596949551098,15,1,4,1,0,0,0
1519,18,1,0,2,18.7198835800355,18,0,3,0,0,0,0
1520,16,0,0,3,13.5624500307329,14,0,2,0,0,0,0
1521,18,1,2,2,8.28859624934073,25,0,2,0,1,0,0
1522,17,1,3,2,13.7906841781083,13,0,3,1,0,0,0
1523,16,0,0,2,6.8795927263274,19,1,1,0,0,0,0
1524,17,0,1,1,5.54516832698372,9,1,2,0,1,0,0
1525,16,0,2,3,19.9336655586935,20,0,2,0,0,0,0
1526,17,0,2,3,15.0158046235957,11,0,3,0,1,0,1
1527,17,1,0,1,12.8943995476363,27,0,3,0,1,0,0
1528,16,1,0,2,7.10579286438637,0,0,2,1,1,1,0
1529,16,0,0,3,0.983216583100963,20,0,1,1,0,1,0
1530,16,1,2,4,0.621137520703112,16,1,4,0,0,0,0
1531,15,0,2,2,11.0836251089759,8,1,0,0,1,0,0
1532,18,0,0,2,15.240654420781,22,0,0,1,0,1,0
1533,15,1,0,1,10.7475838088771,18,0,2,0,0,1,0
1534,15,1,3,4,16.8157014387822,24,0,3,0,1,1,1
1535,17,1,2,1,0.668530661864432,17,0,3,1,0,0,0
1536,16,1,3,2,7.3350415285188,27,0,4,1,1,0,0
1537,18,1,2,1,4.74140782348356,6,0,1,0,0,1,0
1538,17,1,0,1,8.94545936314244,8,0,2,0,0,1,0
1539,15,1,1,2,1.44752786388244,21,0,1,0,0,0,0
1540,16,0,1,4,19.0826328314214,25,0,3,0,0,1,0
1541,17,0,0,0,4.46510802138721,20,0,2,1,0,0,0
1542,16,0,1,2,18.4461555096716,11,0,0,0,1,0,0
1543,17,0,2,0,8.51786310073363,6,1,3,1,0,0,0
1544,16,0,0,1,19.7104826651043,13,1,2,0,0,0,0
1545,15,1,2,2,11.0811676692042,14,1,2,0,1,0,0
1546,18,0,1,2,18.6166572835161,14,0,3,0,0,1,0
1547,15,0,3,1,0.106979773884456,5,0,1,1,0,0,0
1548,18,0,0,1,14.964776123618,20,0,1,1,1,1,0
1549,16,0,0,0,18.0610130620503,13,0,1,0,0,1,0
1550,17,0,1,1,2.79441133957908,1,1,2,0,1,0,0
1551,15,0,0,4,1.92251703464302,7,0,1,1,1,0,0
1552,18,0,2,3,8.49145214371911,12,0,3,0,1,0,0
1553,15,1,2,1,18.6735781226587,22,0,1,0,1,0,0
1554,18,1,0,2,10.8477312038087,5,0,4,0,0,0,0
1555,15,0,1,3,10.5491292744346,4,1,1,0,1,0,0
1556,18,1,1,0,2.82252236598643,4,0,1,1,1,0,1
1557,18,1,0,3,0.0157902218643757,24,0,1,0,0,0,0
1558,16,1,3,3,16.2028018149092,0,0,3,1,0,0,0
1559,18,1,2,0,1.75149125972476,8,1,2,1,1,0,0
1560,16,0,1,1,12.6769963747064,5,0,3,1,0,1,0
1561,18,1,2,4,18.2923290903038,19,0,3,0,1,0,0
1562,17,1,0,2,4.17303826316862,25,0,4,0,0,1,0
1563,17,1,3,0,13.3054567247382,29,1,3,0,0,1,0
1564,17,0,1,1,1.57397153415018,6,0,0,0,0,1,0
1565,18,0,2,2,12.0751028767522,8,0,3,1,0,0,0
1566,16,0,2,2,3.27863441906405,4,1,4,1,0,0,0
1567,16,0,0,2,14.7190712103035,13,1,4,1,0,0,0
1568,18,0,2,4,6.02462589587816,4,0,1,0,0,0,0
1569,17,0,0,1,9.26782017609292,7,1,3,0,1,1,0
1570,17,0,0,2,11.9886108405524,6,0,1,0,0,0,0
1571,16,1,0,2,3.42546821332479,12,1,1,1,1,1,0
1572,17,1,3,2,14.8327563723524,12,0,3,0,0,0,0
1573,15,1,2,1,6.05280681273629,7,0,4,0,0,0,0
1574,16,0,2,4,13.247437198255,10,1,2,0,0,0,0
1575,17,0,2,3,3.16566101398747,27,1,3,1,0,0,0
1576,16,0,1,2,13.762353184127,25,0,0,1,0,0,0
1577,15,0,3,2,2.56376145620923,17,1,0,1,0,0,0
1578,16,0,0,1,8.50712992539967,24,0,2,1,0,0,0
1579,16,1,0,2,4.94412147477753,18,1,2,0,0,0,0
1580,16,1,0,2,14.9675049885636,5,0,3,0,0,0,0
1581,16,0,2,2,5.24070009013749,21,0,2,0,1,0,0
1582,15,0,2,4,17.6343461279079,1,0,2,0,0,0,1
1583,18,0,0,2,17.8364042281322,27,0,2,1,1,0,1
1584,16,0,0,1,3.92882630445571,12,0,1,0,0,0,0
1585,16,1,2,2,12.2769189001544,22,0,4,0,0,0,0
1586,17,0,0,1,1.75435283439928,24,0,2,0,0,0,0
1587,16,0,2,1,7.83074199203258,27,1,2,0,0,0,0
1588,17,0,3,1,14.2664345900254,25,0,3,1,1,0,0
1589,18,0,0,2,13.1884649369983,10,0,2,0,0,0,1
1590,15,1,0,2,12.4940133881321,0,0,3,0,0,0,0
1591,15,0,2,2,5.65081727324887,23,0,1,0,0,0,0
1592,18,0,2,2,7.56049898868804,1,0,1,0,0,0,0
1593,15,1,1,2,2.05892289400572,29,0,4,0,1,0,1
1594,18,1,3,1,14.380456408672,16,0,3,0,0,0,0
1595,18,1,0,3,10.0777759358254,7,0,2,1,0,0,0
1596,18,0,1,1,14.175312646913,1,0,3,0,0,0,1
1597,15,0,2,1,4.97887049593745,5,0,4,0,0,1,1
1598,17,1,2,2,6.48876457270132,21,1,1,1,0,0,1
1599,18,1,0,1,6.68430674520229,4,0,0,0,0,0,0
1600,16,1,2,0,0.514848194944324,15,1,2,0,0,1,0
1601,15,1,1,2,6.82095745661247,7,0,1,1,1,0,0
1602,18,1,0,2,16.0660914703606,18,1,1,1,0,1,0
1603,18,1,0,2,17.9459699149947,15,0,3,1,0,0,0
1604,16,0,2,4,10.3643663127185,12,0,0,0,0,1,0
1605,17,0,0,2,9.1100339043844,25,1,3,0,0,0,1
1606,17,0,0,3,0.616492373987405,19,0,2,0,1,0,1
1607,17,1,0,1,17.5840867517076,6,0,2,0,0,0,0
1608,18,1,2,2,0.260204268517454,15,0,3,1,1,1,0
1609,18,1,1,3,18.8950016042042,22,1,2,0,0,0,0
1610,18,1,2,2,9.78432497376181,15,0,1,0,0,0,1
1611,15,1,0,2,6.83868987149453,28,0,1,1,0,0,0
1612,16,1,1,1,18.4843686968532,11,1,3,1,0,0,0
1613,18,0,1,0,0.487819862201934,13,0,1,1,0,0,0
1614,16,0,2,2,11.6284978973817,23,1,0,1,0,0,1
1615,16,1,3,1,10.9786504899867,17,0,4,0,0,0,0
1616,17,0,0,3,4.38640802422764,26,1,4,1,1,0,0
1617,15,1,1,1,8.57774862700421,27,0,2,0,1,1,1
1618,18,0,0,4,13.0452801188754,17,0,0,0,0,0,0
1619,17,1,1,4,14.5426239376385,15,0,3,1,0,1,0
1620,17,1,0,1,0.0143371741315956,19,0,3,1,0,0,0
1621,18,0,0,1,18.7370686018203,15,0,1,1,1,0,0
1622,16,0,0,3,3.29050744785624,12,0,1,1,0,1,0
1623,17,1,1,4,4.67160868444718,25,0,3,1,0,1,0
1624,16,1,0,2,5.26946891387696,28,0,4,0,0,0,0
1625,15,0,2,1,0.756402731040706,8,0,3,1,0,0,1
1626,16,0,0,2,2.46104247180649,25,0,1,1,1,1,0
1627,15,1,0,2,19.7269984588832,27,0,2,1,1,0,0
1628,16,0,2,1,6.30433474754572,8,0,3,0,0,0,0
1629,17,1,0,2,2.30602180678098,12,0,1,0,0,0,0
1630,17,1,0,0,2.13982522349246,28,0,1,1,0,1,0
1631,15,1,1,0,14.3891993533994,3,1,1,0,0,0,0
1632,18,1,0,1,17.0913732806528,8,0,2,0,0,0,0
1633,15,0,0,1,5.13904599016939,14,0,2,0,0,0,0
1634,15,0,0,1,0.418190246704699,13,0,3,0,1,0,0
1635,16,0,3,2,4.46180036890711,18,1,3,1,1,0,0
1636,16,0,1,1,1.13031381593514,11,0,4,0,0,1,0
1637,15,0,1,1,2.06789873260083,20,1,3,1,0,0,0
1638,17,0,1,1,8.63016239695284,25,0,1,0,0,0,1
1639,16,0,0,4,4.59836741723265,24,1,2,0,1,1,1
1640,18,1,0,2,10.3189175705084,5,0,2,0,1,0,0
1641,16,0,2,2,5.0698750651438,2,0,0,1,0,1,0
1642,16,0,0,2,18.8107460220589,25,0,4,0,1,0,0
1643,18,1,0,4,18.1188793585252,24,1,0,1,1,0,0
1644,15,0,0,1,11.3361221002093,21,1,2,1,0,0,0
1645,18,0,0,2,7.08847983974772,19,0,2,1,0,1,0
1646,15,1,3,2,7.62293764069471,15,0,2,1,0,1,0
1647,15,0,0,2,8.23704566288993,29,0,3,0,0,0,1
1648,15,0,1,0,14.5515864426988,19,0,2,0,0,0,0
1649,18,0,0,2,9.03277991037675,23,0,1,0,0,1,0
1650,15,1,3,0,17.1345989301179,22,0,1,0,0,0,0
1651,17,0,0,2,18.8818957186072,16,1,4,1,1,0,0
1652,18,0,0,2,6.71892306757867,15,0,1,1,0,0,0
1653,17,1,2,1,11.2138896275136,5,0,1,0,0,1,0
1654,15,0,2,3,1.90113073665128,7,0,2,0,0,0,0
1655,16,1,0,0,4.00938095532717,18,1,1,1,0,0,0
1656,15,1,0,3,8.2693153342032,29,1,2,0,0,1,0
1657,17,0,0,2,4.12405431803557,24,0,3,1,0,0,0
1658,17,1,0,1,17.5312098157743,25,1,3,0,0,0,0
1659,18,1,0,1,3.16572512118196,1,1,3,0,1,0,0
1660,16,0,0,4,9.11321643106184,13,0,1,1,1,1,0
1661,18,1,0,0,12.1139848091975,21,0,2,0,1,0,0
1662,17,1,0,1,13.8372781632168,11,1,0,1,0,0,0
1663,15,0,1,1,7.66138739453013,16,0,0,1,0,0,1
1664,16,0,3,2,17.3819813744945,27,0,2,1,0,0,0
1665,15,0,1,2,11.3663830215585,26,0,1,1,1,1,0
1666,15,1,0,1,8.79015560895103,14,0,3,0,0,0,0
1667,16,0,0,1,1.34481268104073,17,1,3,1,1,0,0
1668,18,1,3,1,9.2937893689033,15,0,3,1,0,0,1
1669,15,1,0,1,16.4147168163146,12,0,3,1,1,0,0
1670,17,1,0,2,12.2908203644263,20,1,0,1,1,1,0
1671,15,1,1,2,16.6432490745823,16,0,2,1,0,0,0
1672,16,1,1,1,9.88023341198611,7,0,1,0,1,0,0
1673,16,1,1,1,2.36923410188963,0,1,2,1,0,0,0
1674,16,1,0,1,0.272796916717621,28,0,1,1,1,0,0
1675,18,0,0,4,6.06439093437182,24,0,0,1,1,0,0
1676,15,0,3,4,13.9598094299558,25,0,2,0,1,1,1
1677,18,1,0,3,15.8051980788338,26,0,3,1,0,0,0
1678,18,1,1,1,5.91505669240658,2,1,3,0,0,0,0
1679,16,0,2,0,9.91307841766494,15,0,2,0,1,0,1
1680,16,1,1,1,8.42237808868163,27,0,2,1,1,1,0
1681,18,0,0,1,8.21045568702855,1,0,2,1,0,0,1
1682,15,0,0,2,4.62697426400301,14,0,3,0,0,0,1
1683,17,0,1,2,2.72742210058916,0,1,0,1,0,1,0
1684,18,1,2,3,3.93377116462426,8,1,3,0,1,0,0
1685,15,1,3,3,1.10664774326692,15,1,2,0,1,0,0
1686,16,0,0,1,3.96261483647154,3,0,1,0,0,1,1
1687,16,0,0,2,0.184017952507589,11,1,0,1,0,0,0
1688,15,0,3,1,12.5451680127195,0,0,1,0,0,0,0
1689,17,0,2,0,6.32750814775365,0,1,2,0,0,0,1
1690,16,0,2,2,19.4628942285381,6,1,3,1,1,0,0
1691,16,1,0,0,3.87434101552595,17,0,2,0,0,0,1
1692,16,0,1,2,6.91657140619187,22,0,2,1,0,0,0
1693,15,1,2,1,7.15682317283066,27,0,4,1,1,0,1
1694,18,0,1,2,0.16902992124921,22,0,1,1,0,0,0
1695,16,1,0,2,16.7841590607891,14,1,1,0,0,0,0
1696,18,1,0,1,0.639889202886494,25,0,2,0,1,0,0
1697,17,1,1,3,18.8035966945848,29,0,3,1,0,0,0
1698,16,1,0,1,17.8414870218724,24,0,3,0,1,0,0
1699,16,1,0,2,10.7104383217192,12,1,2,0,0,0,0
1700,17,1,3,2,10.8719114982258,15,0,4,0,1,1,0
1701,16,0,0,2,13.0755584591231,6,0,3,0,0,0,0
1702,18,1,2,4,7.74100023869773,15,0,0,1,0,0,0
1703,15,0,0,1,12.9444456679571,12,0,3,1,0,1,1
1704,18,1,1,2,0.895367773769737,13,0,0,0,1,0,0
1705,15,1,3,2,1.08095254699453,16,1,3,0,1,0,0
1706,15,0,0,3,9.14460839239088,11,0,1,1,0,0,0
1707,18,1,0,1,10.9924460221207,28,0,3,0,0,0,0
1708,18,0,0,2,17.7563528067163,23,0,2,1,0,0,0
1709,18,0,0,2,2.09321267815792,23,0,3,0,0,0,0
1710,18,0,2,1,16.4529585438777,19,0,2,1,1,0,0
1711,17,0,3,2,4.20094674584139,12,0,3,1,0,0,0
1712,16,1,0,1,7.88167297020063,23,0,1,0,1,1,0
1713,15,1,0,2,6.33204869654825,19,0,4,0,1,0,0
1714,18,0,0,3,8.00310545730798,14,0,3,0,0,0,0
1715,18,1,2,2,3.00990996145171,23,1,1,1,1,0,0
1716,18,1,0,2,10.0714014880711,20,0,4,0,0,0,0
1717,17,0,1,2,16.0328517966273,3,1,2,1,0,0,1
1718,18,1,1,0,8.83068020757793,21,1,3,0,1,0,1
1719,18,0,1,1,9.81227151796398,1,0,3,1,0,0,0
1720,18,0,0,2,16.9753517056262,27,1,0,1,0,0,1
1721,16,1,2,1,14.1211622927606,17,0,4,0,1,0,0
1722,17,1,0,1,9.80908817039569,1,0,2,0,0,0,0
1723,18,1,0,2,5.15391296378359,24,0,1,0,0,0,0
1724,15,0,2,1,17.6985349368993,14,0,3,1,1,0,1
1725,15,0,2,1,11.5404080338111,29,0,3,0,0,0,0
1726,15,1,0,2,4.42295220221386,25,0,0,0,1,0,0
1727,17,1,0,1,5.3823950527602,18,0,1,1,0,0,0
1728,17,1,0,3,16.0626617787249,14,0,3,0,0,0,0
1729,15,1,0,3,0.882911241749109,25,0,0,1,1,1,0
1730,18,0,0,2,19.8418437405764,19,0,4,0,0,0,0
1731,17,1,0,1,2.60703359429583,9,0,3,0,1,0,0
1732,15,0,0,2,15.9213705079387,27,0,2,0,1,0,0
1733,15,0,2,3,7.89550633543365,23,0,2,1,1,0,1
1734,18,1,1,2,9.84432366574933,19,0,2,0,0,1,1
1735,16,1,1,1,17.6130115492915,10,1,2,1,0,0,0
1736,17,1,0,2,8.25822379178426,25,1,3,0,1,1,1
1737,18,0,3,3,10.7498750734646,9,0,4,0,0,0,1
1738,15,1,2,2,0.985993248183398,28,1,2,1,0,1,0
1739,15,1,2,2,0.046949477349063,22,0,2,0,0,0,1
1740,18,0,2,2,4.89599746003451,4,0,1,0,0,0,0
1741,17,1,3,2,13.6116618583753,8,1,3,0,0,0,0
1742,16,0,1,0,2.42529786718273,19,0,3,1,1,0,0
1743,16,1,0,2,2.27523917609098,18,1,3,1,0,0,0
1744,15,0,1,0,8.21921216071806,12,0,0,0,0,0,0
1745,17,1,2,2,12.9567407721645,17,0,3,0,1,0,0
1746,16,1,2,1,14.2414398449586,16,0,2,1,0,0,0
1747,17,0,1,2,3.56901348196749,26,0,3,1,1,0,1
1748,17,0,0,1,1.59176294744084,5,0,3,0,0,0,0
1749,15,1,0,2,18.8079406789108,9,0,3,1,1,0,1
1750,16,0,3,2,5.21332765124203,1,1,2,0,0,0,0
1751,18,0,1,1,17.0669299521744,23,0,3,0,1,0,0
1752,15,0,1,1,17.2698290092563,5,0,0,0,0,0,0
1753,16,0,0,1,15.4504518352508,27,0,3,0,0,1,0
1754,16,1,0,3,3.3766721330514,27,1,0,0,0,0,0
1755,16,1,2,2,16.436029185084,20,0,2,1,1,0,0
1756,16,0,1,2,15.3850111848317,12,0,1,0,0,0,0
1757,16,0,2,1,11.9344598021243,17,1,3,0,1,0,0
1758,17,0,0,2,6.74404070337905,6,0,2,0,0,0,1
1759,15,0,1,3,5.25017208533088,1,0,3,1,0,0,0
1760,17,1,0,3,2.43778424160717,28,1,3,1,0,0,0
1761,18,1,2,2,10.1951413380174,13,1,3,0,1,0,0
1762,16,0,0,0,11.7052175101969,4,0,1,0,1,0,0
1763,15,0,0,1,7.18677981031574,17,0,3,0,1,0,0
1764,16,0,1,0,9.50718135361737,10,1,2,0,1,0,0
1765,15,1,3,1,7.27028914738533,9,0,0,0,0,0,0
1766,17,0,0,1,12.820121146414,10,1,1,0,1,0,0
1767,15,1,2,1,18.0251841559312,26,0,1,1,0,1,0
1768,18,0,0,1,3.27840524093889,1,0,0,0,1,0,0
1769,18,1,0,3,7.62817619806246,14,0,2,0,0,0,0
1770,15,0,0,2,2.81737207901722,6,1,0,0,1,0,0
1771,15,1,0,3,12.4988754081566,8,1,2,1,0,0,0
1772,15,0,1,2,14.5774101897719,4,0,1,0,0,0,0
1773,15,0,0,1,18.6382546519491,6,1,1,0,0,1,0
1774,18,0,0,2,5.57743852521929,19,0,4,1,0,0,0
1775,16,1,3,1,19.0042241173086,1,0,2,0,0,1,0
1776,15,0,0,2,1.26525343641349,2,1,1,0,1,0,0
1777,15,1,2,1,12.0602772672917,1,1,2,0,1,1,1
1778,18,1,0,4,1.14265438686659,20,1,1,1,0,0,0
1779,18,0,1,1,17.8754837552388,21,1,0,0,0,0,0
1780,17,0,0,1,10.596181141401,22,0,0,1,0,0,0
1781,15,0,0,3,13.3869670152559,18,0,4,0,1,1,0
1782,17,1,0,0,16.631478518209,3,1,3,0,0,0,0
1783,18,0,0,2,3.00621244967937,23,0,3,1,0,1,0
1784,18,1,0,2,0.771831238762676,19,0,4,0,0,0,1
1785,16,1,1,3,17.577622918257,6,0,4,0,0,0,0
1786,15,0,2,4,6.29866454917865,27,0,3,0,0,1,0
1787,17,0,2,4,2.5795781585433,21,1,3,1,0,1,1
1788,18,0,1,0,9.36922474174173,6,0,2,0,0,0,1
1789,18,0,0,3,11.9661215139203,16,1,1,0,0,0,0
1790,17,0,0,2,0.619412068450202,18,0,2,0,0,1,0
1791,16,0,0,2,5.49791316514175,21,0,2,0,0,0,0
1792,18,1,0,1,0.65599748553792,15,0,4,0,0,0,0
1793,15,1,1,2,8.40670778390998,2,0,2,0,0,1,0
1794,18,1,1,4,17.9020005813248,14,0,3,0,0,0,1
1795,15,0,0,3,19.6530482298713,13,0,2,1,1,0,0
1796,17,1,0,2,12.7409510700725,14,0,1,0,0,0,0
1797,15,1,2,0,3.23275387569183,13,0,2,0,1,0,0
1798,17,1,2,1,18.1169877999861,6,0,2,1,0,0,0
1799,15,1,0,3,10.3249564640012,24,0,2,1,0,0,0
1800,17,1,3,2,3.07498624205836,2,0,2,1,0,0,0
1801,15,0,3,2,18.4345333890332,29,0,1,0,0,0,0
1802,16,0,0,0,15.149381014462,16,1,2,1,0,0,0
1803,15,1,0,2,14.634105454463,9,0,3,1,1,0,0
1804,15,1,1,2,14.183614075888,14,1,2,0,1,0,0
1805,16,1,3,3,4.00679642192884,28,1,2,0,0,0,0
1806,18,0,2,2,4.22013383415052,5,0,0,0,0,0,0
1807,18,0,0,1,13.7658599685451,27,1,1,1,0,1,1
1808,15,1,0,2,4.39445500220793,16,0,2,0,0,0,1
1809,16,0,1,0,8.77343393606097,16,1,2,0,1,0,0
1810,15,0,1,4,15.6400365118788,13,1,2,0,0,0,0
1811,17,1,0,1,15.6790503619568,23,0,3,1,1,0,0
1812,17,0,2,2,9.06523545051719,24,0,1,0,0,1,0
1813,15,0,1,1,15.8437987655049,17,0,0,1,0,0,0
1814,18,1,2,2,16.7724359239611,24,0,2,1,0,0,0
1815,18,0,2,2,13.0955150256852,4,0,2,0,0,0,0
1816,15,0,2,2,4.5685170461684,28,0,2,0,0,1,0
1817,15,1,0,1,5.48023560771095,7,0,3,0,0,0,0
1818,17,0,1,1,6.2968231081747,6,0,3,1,0,0,0
1819,18,0,0,1,2.33608215467904,22,1,1,1,0,0,0
1820,15,1,1,2,5.4631924073989,3,1,4,1,0,0,0
1821,17,1,0,0,4.19038448625064,17,0,1,0,0,1,0
1822,18,1,1,2,9.10657499617204,4,0,3,0,1,0,0
1823,16,0,0,3,18.1687509574452,15,0,3,0,1,0,0
1824,17,1,0,3,2.08960633507916,13,0,3,0,0,0,0
1825,18,0,0,2,14.4053584789479,26,1,1,1,0,0,1
1826,18,1,0,2,13.7456600882625,26,0,2,0,0,0,0
1827,17,0,2,0,1.91508397326715,18,0,2,0,1,0,1
1828,16,1,2,2,18.451448098116,13,1,1,0,0,0,0
1829,17,1,1,3,11.3694440431363,8,1,0,0,0,0,1
1830,18,1,0,1,7.27451042271368,5,0,2,0,0,0,0
1831,15,1,0,2,15.1307716699061,16,0,2,0,1,0,0
1832,15,0,0,3,5.14730916803268,18,0,3,1,0,1,0
1833,17,1,0,3,13.8701967409264,11,0,1,0,0,1,0
1834,18,1,2,1,0.794224151444944,3,1,3,1,0,0,0
1835,15,0,0,2,16.7881607521854,15,0,1,0,0,0,0
1836,18,1,0,1,8.96341694042637,24,0,3,1,1,0,0
1837,17,0,0,1,12.7338582871588,10,1,2,0,0,0,0
1838,15,1,0,3,4.42475639613367,21,1,2,1,1,1,1
1839,18,1,1,3,13.5414742531689,3,1,3,1,0,0,1
1840,15,1,1,2,15.4448055178655,16,0,1,0,0,0,0
1841,17,0,0,0,9.46426373768797,7,0,1,0,1,0,0
1842,18,1,0,3,12.3545384812358,13,0,2,0,0,1,0
